Ichnogenera,Author Ichnogenera,Ichnoespecies,Author ichnospecie,Ichnoconcept,Ichnoconcept name,Concept described in,Paper year,Period/Epoch,age (Ma),Low interval age (Ma),Upper interval age (Ma),Ethology,Pre- Postdepositational,Locality,Abundance,Settings,Deep-sea zone,Epeiric sea,Depth mbsl core sample,Depth-specific or outcrop rough estimated,Low depth interval (m),Upper depth interval (m),Sedimentary structures related,Ichno acronimum,Sediment type,grain size,Grain size mm,Low interval grain size mm,Upper grain size mm,Outcrop or sediment,Outcrop,Core,Country,Coordenates,Basin,Siliciclastic or Carbonaceous,Siliciclastic,Carbonate,Mix,Ash ,BI,UTM Coordenates,Lat,S-N,Long,E-W,Latitude (Y) decimal degrees,Longitude (X) decimal degrees,Full Reference
Chondrites,,none,none,Ichnofabric,1991 ash ichnofabrics; Tier II Planolites,"Andreas Wetzel, 2007",2008,Upper Pleistocene-Holocne? 1991,0.0117-000,0.0117,0,,,Province III is west of the Manila Trench with no up welling,3,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.",Province III is west of the Manila Trench with no up welling,0,4300,4300,4300,4300,"found below, down to about 5-8 cm.",,"ash) near-surface sedi ments varies between 0.2% and 0.4% Corg. The sediments are mainly brownish, but several black horizons stained by Mn-oxides are found within the sediments, in >10 cm depth below the seafloor.","ash) near-surface sedi ments varies between 0.2% and 0.4% Corg. The sediments are mainly brownish, but several black horizons stained by Mn-oxides are found within the sediments, in >10 cm depth below the seafloor.",,,,Sediment,0,0,Province III is west of the Manila Trench with no up welling,Province III is west of the Manila Trench with no up welling,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.","planktic and benthic shells, turbidites, density-driven flows, volcanic ash layer, suboxic, grayish sediments marked by the occurrence of dark Mn-oxides the so-called redox bound ary (e.g., Froelich et al., 1979). smectite-rich clay fraction (Chen, 1978).",0,0,0,0,NI,49 N 397284 1161125,,N,,E,10.50250101,110.0613332,
Zoophycos,,none,none,Ichnofabric,"1991 ash Ichnofabrics, Province III  Tier IV; Zoophycos","Andreas Wetzel, 2007",2008,Upper Pleistocene-Holocne? 1991,0.0117-000,0.0117,0,,,Province III is west of the Manila Trench with no up welling,3,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.",Province III is west of the Manila Trench with no up welling,0,4300,4300,4300,4300,"found below, down to about 5-8 cm.",,"ash) near-surface sedi ments varies between 0.2% and 0.4% Corg. The sediments are mainly brownish, but several black horizons stained by Mn-oxides are found within the sediments, in >10 cm depth below the seafloor.","ash) near-surface sedi ments varies between 0.2% and 0.4% Corg. The sediments are mainly brownish, but several black horizons stained by Mn-oxides are found within the sediments, in >10 cm depth below the seafloor.",,,,Sediment,0,0,Province III is west of the Manila Trench with no up welling,Province III is west of the Manila Trench with no up welling,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.","planktic and benthic shells, turbidites, density-driven flows, volcanic ash layer, suboxic, grayish sediments marked by the occurrence of dark Mn-oxides the so-called redox bound ary (e.g., Froelich et al., 1979). smectite-rich clay fraction (Chen, 1978).",0,0,0,0,NI,49 N 397284 1161125,,N,,E,10.50250101,110.0613332,
Biodeformational structures,,none,none,Ichnofabric,Province IV; Tier 1; Biodeformational structures,"Andreas Wetzel, 2007",2008,Upper Pleistocene-Holocne? 1991,0.0117-000,0.0117,0,,,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,10,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.",Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,0,4300,4300,4300,4300,1-cm-thick interval.,,"mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ","mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ",,0.00006,0.25,Sediment,0,0,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,The South China Sea,"planktic and benthic shells, turbidites, density-driven flows, volcanic ash layer, suboxic, grayish sediments marked by the occurrence of dark Mn-oxides the so-called redox bound ary (e.g., Froelich et al., 1979). smectite-rich clay fraction (Chen, 1978).",0,0,0,0,NI,49 N 397284 1161125,,N,,E,10.50250101,110.0613332,
Nereites,,none,none,Ichnofabric,Province IV; Tier II: Nereites,"Andreas Wetzel, 2007",2008,Upper Pleistocene-Holocne? 1991,0.0117-000,0.0117,0,,,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,10,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.",Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,0,4300,4300,4300,4300, is found down to 6-8 cm abundantly.,,"mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ","mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ",,0.00006,0.25,Sediment,0,0,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,The South China Sea,"planktic and benthic shells, turbidites, density-driven flows, volcanic ash layer, suboxic, grayish sediments marked by the occurrence of dark Mn-oxides the so-called redox bound ary (e.g., Froelich et al., 1979). smectite-rich clay fraction (Chen, 1978).",0,0,0,0,NI,49 N 397284 1161125,,N,,E,10.50250101,110.0613332,
Palaeophycus,,none,none,Ichnofabric,Province IV; Tier III: Palaeophycus-Planolites.,"Andreas Wetzel, 2007",2008,Upper Pleistocene-Holocne? 1991,0.0117-000,0.0117,0,,,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,5,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.",Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,0,4300,4300,4300,4300, is present down to 10 cm,,"mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ","mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ",,0.00006,0.25,Sediment,0,0,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,The South China Sea,"planktic and benthic shells, turbidites, density-driven flows, volcanic ash layer, suboxic, grayish sediments marked by the occurrence of dark Mn-oxides the so-called redox bound ary (e.g., Froelich et al., 1979). smectite-rich clay fraction (Chen, 1978).",0,0,0,0,NI,49 N 397284 1161125,,N,,E,10.50250101,110.0613332,
Planolites,,none,none,Ichnofabric,Province IV; Tier III: Palaeophycus-Planolites .,"Andreas Wetzel, 2007",2008,Upper Pleistocene-Holocne? 1991,0.0117-000,0.0117,0,,,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,5,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.",Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,0,4300,4300,4300,4300,is present down to 10 cm,,"mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ","mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ",,0.00006,0.25,Sediment,0,0,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,The South China Sea,"planktic and benthic shells, turbidites, density-driven flows, volcanic ash layer, suboxic, grayish sediments marked by the occurrence of dark Mn-oxides the so-called redox bound ary (e.g., Froelich et al., 1979). smectite-rich clay fraction (Chen, 1978).",0,0,0,0,NI,49 N 397284 1161125,,N,,E,10.50250101,110.0613332,
Thalassinoides ,,none,none,Ichnofabric,Province IV; Tier IV: Thalassinoides is found down to 20 cm only locally; Chondrites may be present.,"Andreas Wetzel, 2007",2008,Upper Pleistocene-Holocne? 1991,0.0117-000,0.0117,0,,,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,3,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.",Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,0,4300,4300,4300,4300,found down to 20 cm only,,"mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ","mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ",,0.00006,0.25,Sediment,0,0,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,The South China Sea,"planktic and benthic shells, turbidites, density-driven flows, volcanic ash layer, suboxic, grayish sediments marked by the occurrence of dark Mn-oxides the so-called redox bound ary (e.g., Froelich et al., 1979). smectite-rich clay fraction (Chen, 1978).",0,0,0,0,NI,49 N 397284 1161125,,N,,E,10.50250101,110.0613332,
Chondrites,,none,none,Ichnofabric,Province IV; Tier IV: Thalassinoides is found down to 20 cm only locally; Chondrites may be present.,"Andreas Wetzel, 2007",2008,Upper Pleistocene-Holocne? 1991,0.0117-000,0.0117,0,,,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,3,"The South China Sea, shelf regions and deep basins, prominen onet ~4300-m-deep basin between the Philippines and Vietnam. To the east, the deep basin of the South China Sea passes into the Manila Trench, >5000 m in depth and acts as sediment trap.",Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,0,4300,4300,4300,4300,,,"mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ","mainly by clayey mud that accumulated below the CCD , ash is fine-grained throughout and is <30 mm thick (Wiesner et al., 2004). ",,0.00006,0.25,Sediment,0,0,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,Province IV?Abyssal South China Sea Affected by Upwelling and Intense Wind Mixing,The South China Sea,"planktic and benthic shells, turbidites, density-driven flows, volcanic ash layer, suboxic, grayish sediments marked by the occurrence of dark Mn-oxides the so-called redox bound ary (e.g., Froelich et al., 1979). smectite-rich clay fraction (Chen, 1978).",0,0,0,0,NI,49 N 397284 1161125,,N,,E,10.50250101,110.0613332,
Biodeformation structures,,none,none,Association,Biodeformational association,"Andreas Wetzel, 1983; Wetzel 1984",1983,250000 yrs age,2.5,2.5,2.5,,,"Of northwest Africa, water depths >500m, In; areas of coastal upwelling off Cape Blanc and Cape Barbas, off the mouths of the Senegal River, Gambia River, and Cascamence River",10,Sedimentation rate on the slope 30-40 cm/1000 yrs and 2-3 cm/1000 yrs to the abyssal plain.,"Of northwest Africa, water depths >500m",0,>500,>500,500,1000,"Coarse sedimentnts accumulated during the last glacial period, Finer-grained sediments accumulating during humid interglacial period",,"Coarse sedimentnts accumulated during the last glacial period, Finer-grained sediments accumulating during humid interglacial period","Coarse sedimentnts accumulated during the last glacial period, Finer-grained sediments accumulating during humid interglacial period",,,,Sediment,0,0,NW African continental margin 12⁰ and 28⁰N. ,NW African continental margin 12⁰ and 28⁰N. ,Northwest African continental margin,Sedimentation rate on the slope 30-40 cm/1000 yrs and 2-3 cm/1000 yrs to the abyssal plain.,0,0,0,0,NI,27 N 755306 2601093/27 N 797076 1549452,,,,,,,"Wetzel, A. (1983). Biogenic sedimentary structures in a modern upwelling region: northwest African continental margin. Coastal Upwelling and Its Sediment Record, Part B, Sedimentary Records of Ancient Coastal Upwelling. Plenum, New York, 123-144."
Planolites,,Type; A,"Andreas Wetzel, 1983.",Association,The Planlolites association,"Andreas Wetzel, 1983; Wetzel 1984",1983,250000 yrs age,2.5,2.5,2.5,,,Northwest African continental margin,5,Sedimentation rate on the slope 30-40 cm/1000 yrs and 2-3 cm/1000 yrs to the abyssal plain.,Between 1000 and 2000 m water depth,0,1000 -2000,1000 -2000,1000,2000,"Coarse sedimentnts accumulated during the last glacial period, Finer-grained sediments accumulating during humid interglacial period",,"Coarse sedimentnts accumulated during the last glacial period, Finer-grained sediments accumulating during humid interglacial period","Coarse sedimentnts accumulated during the last glacial period, Finer-grained sediments accumulating during humid interglacial period",,,,Sediment,0,0,NW African continental margin 12⁰ and 28⁰N. ,NW African continental margin 12⁰ and 28⁰N. ,Northwest African continental margin,Sedimentation rate on the slope 30-40 cm/1000 yrs and 2-3 cm/1000 yrs to the abyssal plain.,0,0,0,0,NI,27 N 755306 2601093/27 N 797076 1549452,,,,,,,"Wetzel, A., & Werner, F. (1980). Morphology and ecological significance of Zoophycos in deep-sea sediments off NW Africa. Palaeogeography, Palaeoclimatology, Palaeoecology, 32, 185-212."
